Scan_ID,Subj_ID,Gender,Age1,Age2,Group,SubGrp,A_NoDoub_mean_abs,O_CenSpat_mean_abs,C_InconCon_mean_abs,A_NoDoub_mean_rate,O_CenSpat_mean_rate,C_InconCon_mean_rate,RT_Con_No_mean,RT_Con_Cent_mean,RT_Con_Doub_mean,RT_Con_Spat_mean,RT_Incon_No_mean,RT_Incon_Cent_mean,RT_Incon_Doub_mean,RT_Incon_Spat_mean,ACC_Con_No,ACC_Con_Cent,ACC_Con_Doub,ACC_Con_Spat,ACC_Incon_No,ACC_Incon_Cent,ACC_Incon_Doub,ACC_Incon_Spat,ACC_mean,NoRespFreq,CleanFreq,RT_NoCue_mean,RT_CentCue_mean,RT_DoubCue_mean,RT_SpatCue_mean,RT_Cong_mean,RT_Incong_mean
16-10-08.2SWUA,35,1,18.50958904,19,SWUA,SWUA,42.6715,59.1385,2.8515,12.7169,50.7097,47.9289,606.5714,550.2946,585,504.5625,606.3333,577,537.7143,519.8571,0.875,0.9375,0.75,0.75,0.75,0.625,0.875,0.8125,0.79688,0.18229,0.20313,590.575,545.3487,547.9035,486.2102,555.3185,558.17
16-10-30.1SWUA,63,2,18.66027397,19,SWUA,SWUA,77.6761,7.6652,62.1713,82.1183,9.2702,77.0233,530.8125,496.7857,469.375,542.9554,618.1875,546.0536,519.6429,548.0119,0.9375,0.875,1,0.9375,1,0.9375,0.9375,0.8125,0.92969,0.072917,0.08125,561.9508,510.4924,484.2746,502.8273,496.4655,558.6368
16-09-18.6SWUA,6,2,18.76712329,19,SWUA,SWUA,75.0275,39.731,18.6218,190.3383,72.0653,29.3158,550.8,505.5625,452.1518,468.5357,564.9,512.4048,489.3839,450.5714,0.75,0.875,0.9375,0.9375,0.8125,0.8125,0.9375,0.875,0.86719,0.11979,0.14063,551.152,488.969,476.1245,449.2381,483.4833,502.1052
16-10-09.7SWUA,45,1,18.83013699,19,SWUA,SWUA,49.0335,-22.5405,90.549,65.9342,-11.5173,75.8164,519.1964,472.0625,480.9464,498.3661,648.6875,531.7946,560.125,567.25,0.9375,1,0.9375,0.9375,1,0.9375,1,1,0.96875,0.041667,0.046875,568.4256,495.0899,519.392,517.6304,487.4107,577.9597
16-10-08.6SWUA,39,1,18.89315068,19,SWUA,SWUA,73.7889,12.4792,31.6966,84.0271,12.4792,38.7866,468,378.25,379.6875,390.9375,495.9911,427.25,438.6875,385.6875,1,1,1,1,0.9375,1,1,1,0.99219,0,0.009375,474.3324,396.4375,400.5435,383.9583,404.2188,435.9153
16-11-05.2SWUA,75,2,18.98356164,19,SWUA,SWUA,63.9375,32.4494,33.9657,75.981,7.5035,43.7191,582.125,532.625,521.1875,517.875,625.875,565.875,572,527.7679,1,1,1,1,1,1,1,0.9375,0.99219,0.015625,0.025,589.5625,541.1875,525.625,508.7381,533.4214,567.3871
16-09-25.6SWUA,26,2,18.99178082,19,SWUA,SWUA,47.3297,17.4268,42.7382,25.8477,7.3593,52.3583,526.4375,483.75,494.125,491.2321,584.75,536.8036,529.75,530.1875,1,1,1,0.9375,1,0.9375,0.9375,1,0.97656,0.020833,0.034375,541.4167,498.3053,494.087,480.8785,496.351,539.0892
16-09-24.1SWUA,13,1,19.03287671,19,SWUA,SWUA,37.0444,22.2609,52.4135,16.7944,11.5879,45.3205,496.5,489.125,483.3929,448.5357,545.5,509.5,513.3482,529.25,1,1,0.9375,0.9375,1,1,0.9375,1,0.97656,0.015625,0.040625,509.2292,479.0435,472.1848,456.7826,464.7167,517.1302
16-10-09.1SWUA,41,2,19.04657534,19,SWUA,SWUA,156.3582,17.295,23.7968,190.6825,17.7718,32.3782,637.4583,471.125,450,416.5625,572.0268,496.4107,487.6339,446.75,0.875,1,1,1,0.9375,0.9375,0.9375,1,0.96094,0.015625,0.05,604.119,445.1166,447.7609,427.8216,475.0328,498.8296
16-09-18.4SWUA,4,2,19.06849315,19,SWUA,SWUA,52.9604,21.7279,44.4021,3.8603,52.596,58.1011,554.8214,496.7321,454.25,488.6875,534.2292,602.2292,490.7125,500.3304,0.8125,0.9375,0.75,1,0.875,0.875,0.8125,0.9375,0.875,0.083333,0.12812,511.1865,510.7185,458.2261,488.9905,488.3167,532.7188
16-10-30.5SWUA,68,2,19.09589041,19,SWUA,SWUA,48.5199,22.5052,39.3946,38.5521,90.7961,17.1183,501.8125,445.2976,433.5,417.625,499.25,521.1161,459.9375,503.5,1,0.8125,0.9375,1,1,0.9375,1,1,0.96094,0.03125,0.05,501.0417,468.8702,452.5217,446.365,449.7667,489.1613
16-09-24.3SWUA,15,2,19.09863014,19,SWUA,SWUA,35.392,34.3949,33.441,38.4118,45.9743,33.441,571.8125,545,526.3125,510.5625,597.5625,588.875,561.3125,524.6875,1,1,1,1,1,1,1,1,1,0.010417,0.01875,569.4962,549.9783,534.1042,515.5833,534.6683,568.1094
16-09-23.2SWUA,10,2,19.10684932,19,SWUA,SWUA,91.2582,10.1159,39.647,92.9623,-11.1799,57.0509,585.125,485.25,492.0625,457.6875,606.5,524.3125,518.1875,528.6161,1,1,1,1,0.9375,1,1,0.9375,0.98438,0.010417,0.028125,597.8578,499.9203,506.5996,489.8043,499.8745,539.5215
16-12-08.2SWUA,117,1,19.15890411,19,SWUA,SWUA,52.2074,26.0937,44.5796,63.8851,16.2291,44.5796,513.25,454.6875,463.75,435.25,546.5,514.875,504.375,463.5625,1,1,1,1,1,1,1,1,1,0.010417,0.021875,512.8161,460.6259,460.6087,434.5322,462.7485,507.3281
16-12-16.4SWUA,141,1,19.17808219,19,SWUA,SWUA,79.095,-24.1621,15.2179,125.369,-40.5901,26.5356,647.9018,537.125,574.0893,606.0804,669,581.2946,613.4286,571.75,0.9375,0.9375,0.9375,0.9375,0.8125,0.9375,0.9375,1,0.92969,0.0625,0.075,653.095,539.2992,574,563.4613,591.9672,607.1851
16-11-25.2SWUA,113,2,19.21643836,19,SWUA,SWUA,111.6625,8.1152,67.0604,161.4089,-11.0576,108.3466,546.9286,555.0625,495.4196,492.5179,707.5119,550.7857,562.2411,569.6429,0.875,1,0.9375,0.9375,0.8125,0.875,0.9375,0.9375,0.91406,0.067708,0.09375,605.5,513.4111,493.8375,505.2958,519.0724,586.1328
16-11-13.5SWUA,103,1,19.32054795,19,SWUA,SWUA,13.8527,-1.4773,27.4219,45.0749,28.4339,37.809,589.3125,587.9375,573.25,607.5625,607.6875,639.4018,611.4375,627.9375,1,1,1,1,1,0.9375,1,1,0.99219,0.015625,0.03125,592.9607,604.7102,579.108,606.1875,589.5156,616.9375
16-11-06.6SWUA,85,2,19.36164384,19,SWUA,SWUA,32.955,6.9755,44.0504,43.6003,6.9755,36.8444,458.3304,431.9375,442.25,425.625,521.3125,469.8125,464.1875,494.75,0.9375,1,1,1,1,1,1,1,0.99219,0,0.03125,470.9279,438.1929,437.9728,431.2174,437.0968,481.1472
16-12-18.5SWUA,150,1,19.37534247,19,SWUA,SWUA,86.846,-0.56629,72.5082,98.6853,9.8665,80.9222,492.4375,420.9375,431.0625,483.9375,588.4375,577.4554,496,470.8125,1,1,1,1,1,0.9375,1,1,0.99219,0.0052083,0.01875,536.8877,466.4754,450.0417,467.0417,452.872,525.3802
16-12-18.2SWUA,147,2,19.4,19,SWUA,SWUA,59.8637,8.3577,51.2392,87.7316,-25.2857,44.8721,520.8214,494.4375,493.6875,502.4286,599.9375,555.9196,552.1696,501.0625,0.9375,1,1,0.8125,1,0.9375,0.9375,0.9375,0.94531,0.036458,0.059375,567.752,500.6304,507.8883,492.2727,502.3333,553.5726
16-09-18.7SWUA,7,1,19.40547945,19,SWUA,SWUA,87.0413,45.2367,33.216,76.9691,34.6755,37.0944,596.1071,536.4375,490.7768,485.875,615.1161,546.875,529.9792,551.1875,0.9375,1,0.9375,0.9375,0.9375,1,0.875,1,0.95313,0.026042,0.05,588.3125,555.875,501.2712,510.6383,520.6667,553.8826
16-12-18.4SWUA,149,2,19.42465753,19,SWUA,SWUA,55.125,25.3696,31.374,44.5272,37.6758,13.5826,580.5714,550.5625,567.25,511.375,611.625,600.1875,565.6875,554.125,0.9375,1,0.9375,1,1,1,1,1,0.98438,0.020833,0.025,607.5272,546.8696,552.4022,521.5,551.5323,582.9063
16-12-13.1SWUA,135,2,19.43287671,19,SWUA,SWUA,37.5852,12.2386,11.6384,64.6782,-10.9513,21.4503,588.5,545.625,569.1875,547.1875,603.5804,579.3125,569.875,589.5625,1,1,1,1,0.9375,1,1,1,0.99219,0.015625,0.025,585.5644,545.6042,547.9792,533.3656,562.625,574.2634
16-11-05.6SWUA,78,2,19.44931507,19,SWUA,SWUA,19.7828,6.7609,62.9098,34.2175,6.6078,76.4884,556.4286,492.3839,529.3125,517.125,608.2619,603.625,569.7054,609.5625,0.9375,0.9375,0.9375,1,0.8125,1,0.9375,1,0.94531,0.026042,0.065625,556.5368,547.6522,536.754,540.8913,523.6419,586.5517
16-11-25.1SWUA,118,1,19.48767123,19,SWUA,SWUA,121.3638,32.8212,56.2617,43.9565,49.0897,118.9262,585.5357,545.4167,524.625,520.7714,656.3571,607.7333,567.275,571.1667,0.6875,0.875,0.875,0.75,0.8125,0.6875,0.5625,0.875,0.76563,0.21875,0.2375,628.5015,551.4722,507.1377,518.6511,542.7429,599.0045
16-12-02.3SWUA,125,1,19.48767123,19,SWUA,SWUA,83.0632,36.7124,30.1452,99.218,61.387,66.0453,628.4375,548.25,469.8393,467.1875,593.4762,538.6696,534.125,553.1964,1,1,0.9375,1,0.8125,0.9375,1,0.9375,0.95313,0.041667,0.05,576.5198,533.9397,493.4565,497.2274,523.5823,553.7275
16-09-24.5SWUA,17,2,19.53150685,20,SWUA,SWUA,88.865,9.9714,39.3816,152.315,37.8962,19.7968,622.375,531.0714,561.625,518,624.5714,618.5,562.625,606.9286,0.8125,0.9375,1,1,0.9375,1,1,0.9375,0.95313,0.046875,0.05625,635.8542,563.8313,546.9891,553.8598,557.0335,596.4151
16-10-20.3SWUA,53,1,19.5369863,20,SWUA,SWUA,42.0995,-0.83152,54.3029,64.803,-0.49409,79.6219,447.75,409.375,431.25,410.8125,547.0208,471.625,500.125,440.8214,1,1,1,1,0.875,1,1,0.9375,0.97656,0.015625,0.04375,477.2381,413.4783,435.1386,414.3098,418.2697,472.5726
16-11-20.1SWUA,109,2,19.56438356,20,SWUA,SWUA,85.1451,50.0078,73.1281,158.3272,136.0318,124.9282,527.6696,471.0125,438.4583,506.9881,616.0952,615.7125,537.5804,482.75,0.9375,0.8125,0.875,0.8125,0.625,0.8125,0.9375,0.9375,0.84375,0.09375,0.14687,550.0909,523.0938,464.9458,473.0859,474.3355,547.4636
16-10-16.1SWUA,48,2,19.58630137,20,SWUA,SWUA,69.8542,4.9792,35.4713,69.8542,17.1588,45.0706,565.9375,489.625,511.4375,517.9375,607,566,537.5,514.9375,1,1,1,1,1,0.9375,1,1,0.99219,0.0052083,0.0125,581.0208,508.2609,511.1667,503.2817,521.2344,556.7056
16-11-11.8SWUA,91,1,19.60273973,20,SWUA,SWUA,18.4112,3.1975,44.8953,24.1016,67.3735,38.9085,585.7946,521.625,562.6071,527.7083,622.25,558.25,591.6667,636.25,0.9375,0.75,0.9375,0.875,0.875,0.8125,0.8125,1,0.875,0.10938,0.12187,585.8708,566.7839,567.4596,563.5864,552.1094,597.0046
16-11-06.1SWUA,80,2,19.60547945,20,SWUA,SWUA,56.8106,18.6879,46.4103,59.4559,-20.0009,73.7043,537.0804,416.6875,415.3482,443.875,530.9643,485.5,490.3125,444.3714,0.9375,1,0.9375,1,0.9375,1,1,0.75,0.94531,0.026042,0.06875,500.9773,437.019,444.1667,418.3312,436.4,482.8103
16-10-09.2SWUA,42,2,19.62465753,20,SWUA,SWUA,38.705,7.3693,27.4145,59.589,7.4207,43.3275,477.9732,455.8125,432.75,421.25,499.8929,451.3839,466,475.4554,0.9375,1,1,1,0.9375,0.9375,1,0.9375,0.96875,0.015625,0.046875,480.33,434.0095,441.625,426.6402,434.9274,462.342
16-10-09.6SWUA,46,1,19.63013699,20,SWUA,SWUA,13.0299,19.1049,41.9852,17.9883,45.8923,19.9197,659.381,653.8571,642.2857,627.4375,720.5,693.4405,681.75,659.6607,0.8125,0.875,0.875,0.875,0.875,0.8125,0.9375,0.9375,0.875,0.11979,0.125,664.6727,652.2452,651.6429,633.1404,645.6386,687.6238
